"Source","Target","Type"
"Fiona Bruce","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mark Spencer","Ind 2, C Mkt 2.0 (No)","Undirected"
"Martin Vickers","Ind 2, C Mkt 2.0 (No)","Undirected"
"Stephen Twigg","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Sir Hugo Swire","Ind 2, C Mkt 2.0 (No)","Undirected"
"Gareth Snell","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mrs Sheryll Murray","Ind 2, C Mkt 2.0 (No)","Undirected"
"Caroline Lucas","Ind 2, C Mkt 2.0 (No)","Undirected"
"Dr Andrew Murrison","Ind 2, C Mkt 2.0 (No)","Undirected"
"Dr Phillip Lee","Ind 2, C Mkt 2.0 (No)","Undirected"
"Nigel Mills","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mark Menzies","Ind 2, C Mkt 2.0 (No)","Undirected"
"Tim Loughton","Ind 2, C Mkt 2.0 (No)","Undirected"
"Amanda Milling","Ind 2, C Mkt 2.0 (No)","Undirected"
"Matt Rodda","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Stephen McPartland","Ind 2, C Mkt 2.0 (No)","Undirected"
"Huw Merriman","Ind 2, C Mkt 2.0 (No)","Undirected"
"Paul Maynard","Ind 2, C Mkt 2.0 (No)","Undirected"
"James Morris","Ind 2, C Mkt 2.0 (No)","Undirected"
"Jack Lopresti","Ind 2, C Mkt 2.0 (No)","Undirected"
"Wendy Morton","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mrs Anne Main","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mrs Emma Lewell-Buck","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr William Wragg","Ind 2, C Mkt 2.0 (No)","Undirected"
"Chris Skidmore","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Steve Reed","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Mel Stride","Ind 2, C Mkt 2.0 (No)","Undirected"
"Dr Dan Poulter","Ind 2, C Mkt 2.0 (No)","Undirected"
"Jeremy Quin","Ind 2, C Mkt 2.0 (No)","Undirected"
"Derek Twigg","Ind 2, C Mkt 2.0 (No)","Undirected"
"Tom Pursglove","Ind 2, C Mkt 2.0 (No)","Undirected"
"Will Quince","Ind 2, C Mkt 2.0 (No)","Undirected"
"Neil O'Brien","Ind 2, C Mkt 2.0 (No)","Undirected"
"Dr Julian Lewis","Ind 2, C Mkt 2.0 (No)","Undirected"
"Kit Malthouse","Ind 2, C Mkt 2.0 (No)","Undirected"
"Alan Mak","Ind 2, C Mkt 2.0 (No)","Undirected"
"Steve Brine","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Stephanie Peacock","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Damien Moore","Ind 2, C Mkt 2.0 (No)","Undirected"
"Andrew Lewer","Ind 2, C Mkt 2.0 (No)","Undirected"
"David Morris","Ind 2, C Mkt 2.0 (No)","Undirected"
"Ruth Smeeth","Ind 2, C Mkt 2.0 (No)","Undirected"
"Nadhim Zahawi","Ind 2, C Mkt 2.0 (No)","Undirected"
"Bob Stewart","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Robert Syms","Ind 2, C Mkt 2.0 (No)","Undirected"
"Michael Tomlinson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Derek Thomas","Ind 2, C Mkt 2.0 (No)","Undirected"
"Theresa Villiers","Ind 2, C Mkt 2.0 (No)","Undirected"
"Rebecca Pow","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Alec Shelbrooke","Ind 2, C Mkt 2.0 (No)","Undirected"
"Henry Smith","Ind 2, C Mkt 2.0 (No)","Undirected"
"Daniel Zeichner","Ind 2, C Mkt 2.0 (No)","Undirected"
"Iain Stewart","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Robin Walker","Ind 2, C Mkt 2.0 (No)","Undirected"
"Rishi Sunak","Ind 2, C Mkt 2.0 (No)","Undirected"
"Laura Smith","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Bob Seely","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Ben Wallace","Ind 2, C Mkt 2.0 (No)","Undirected"
"Anna Soubry","Ind 2, C Mkt 2.0 (No)","Undirected"
"Andrew Percy","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Angela Smith","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mary Robinson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Laurence Robertson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Dr Matthew Offord","Ind 2, C Mkt 2.0 (No)","Undirected"
"John Redwood","Ind 2, C Mkt 2.0 (No)","Undirected"
"John Lamont","Ind 2, C Mkt 2.0 (No)","Undirected"
"Johnny Mercer","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mark Lancaster","Ind 2, C Mkt 2.0 (No)","Undirected"
"Joan Ryan","Ind 2, C Mkt 2.0 (No)","Undirected"
"Craig Mackinlay","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sarah Newton","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Emma Little Pengelly","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Jonathan Lord","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Patrick McLoughlin","Ind 2, C Mkt 2.0 (No)","Undirected"
"Siobhain McDonagh","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sammy Wilson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Andrew Stephenson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Paul Scully","Ind 2, C Mkt 2.0 (No)","Undirected"
"David Simpson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Chloe Smith","Ind 2, C Mkt 2.0 (No)","Undirected"
"Jo Stevens","Ind 2, C Mkt 2.0 (No)","Undirected"
"Jess Phillips","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Owen Smith","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Gregory Campbell","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Henry Bellingham","Ind 2, C Mkt 2.0 (No)","Undirected"
"Jack Brereton","Ind 2, C Mkt 2.0 (No)","Undirected"
"Crispin Blunt","Ind 2, C Mkt 2.0 (No)","Undirected"
"Maria Caulfield","Ind 2, C Mkt 2.0 (No)","Undirected"
"Heidi Allen","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Peter Bone","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mrs Kemi Badenoch","Ind 2, C Mkt 2.0 (No)","Undirected"
"Jo Churchill","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Geoffrey Robinson","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Robert Buckland","Ind 2, C Mkt 2.0 (No)","Undirected"
"Alberto Costa","Ind 2, C Mkt 2.0 (No)","Undirected"
"Caroline Dinenage","Ind 2, C Mkt 2.0 (No)","Undirected"
"Chris Davies","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr David Davis","Ind 2, C Mkt 2.0 (No)","Undirected"
"James Duddridge","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mims Davies","Ind 2, C Mkt 2.0 (No)","Undirected"
"Esther McVey","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mrs Pauline Latham","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mrs Maria Miller","Ind 2, C Mkt 2.0 (No)","Undirected"
"Jim McMahon","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Scott Mann","Ind 2, C Mkt 2.0 (No)","Undirected"
"Julia Lopez","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Ronnie Campbell","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Mark Francois","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir David Evennett","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Michael Fallon","Ind 2, C Mkt 2.0 (No)","Undirected"
"Yvonne Fovargue","Ind 2, C Mkt 2.0 (No)","Undirected"
"Maggie Throup","Ind 2, C Mkt 2.0 (No)","Undirected"
"Craig Whittaker","Ind 2, C Mkt 2.0 (No)","Undirected"
"Alok Sharma","Ind 2, C Mkt 2.0 (No)","Undirected"
"David Linden","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Daniel Kawczynski","Ind 2, C Mkt 2.0 (No)","Undirected"
"Zac Goldsmith","Ind 2, C Mkt 2.0 (No)","Undirected"
"Kelvin Hopkins","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Ian Liddell-Grainger","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Chris Leslie","Ind 2, C Mkt 2.0 (No)","Undirected"
"John Mann","Ind 2, C Mkt 2.0 (No)","Undirected"
"Stephen Metcalfe","Ind 2, C Mkt 2.0 (No)","Undirected"
"Nigel Adams","Ind 2, C Mkt 2.0 (No)","Undirected"
"Harriett Baldwin","Ind 2, C Mkt 2.0 (No)","Undirected"
"Bob Blackman","Ind 2, C Mkt 2.0 (No)","Undirected"
"Liz McInnes","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Sir William Cash","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Paul Beresford","Ind 2, C Mkt 2.0 (No)","Undirected"
"Luciana Berger","Ind 2, C Mkt 2.0 (No)","Undirected"
"Rehman Chishti","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mike Freer","Ind 2, C Mkt 2.0 (No)","Undirected"
"Philip Davies","Ind 2, C Mkt 2.0 (No)","Undirected"
"Richard Drax","Ind 2, C Mkt 2.0 (No)","Undirected"
"David T. C. Davies","Ind 2, C Mkt 2.0 (No)","Undirected"
"David Duguid","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Philip Dunne","Ind 2, C Mkt 2.0 (No)","Undirected"
"Paul Masterton","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Leo Docherty","Ind 2, C Mkt 2.0 (No)","Undirected"
"Michael Fabricant","Ind 2, C Mkt 2.0 (No)","Undirected"
"Jackie Doyle-Price","Ind 2, C Mkt 2.0 (No)","Undirected"
"Vicky Ford","Ind 2, C Mkt 2.0 (No)","Undirected"
"Steve Double","Ind 2, C Mkt 2.0 (No)","Undirected"
"Frank Field","Ind 2, C Mkt 2.0 (No)","Undirected"
"John Howell","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Alister Jack","Ind 2, C Mkt 2.0 (No)","Undirected"
"Nick Gibb","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Roger Gale","Ind 2, C Mkt 2.0 (No)","Undirected"
"Chris Bryant","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Gordon Marsden","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Mr Stephen Hepburn","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Oliver Heald","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Greg Knight","Ind 2, C Mkt 2.0 (No)","Undirected"
"Damian Green","Ind 2, C Mkt 2.0 (No)","Undirected"
"Adam Holloway","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Robert Goodwill","Ind 2, C Mkt 2.0 (No)","Undirected"
"James Gray","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr David Jones","Ind 2, C Mkt 2.0 (No)","Undirected"
"Kate Hoey","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mike Hill","Ind 2, C Mkt 2.0 (No)","Undirected"
"Seema Malhotra","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Mr Philip Hollobone","Ind 2, C Mkt 2.0 (No)","Undirected"
"Helen Whately","Ind 2, C Mkt 2.0 (No)","Undirected"
"Anna McMorrin","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Jacob Rees-Mogg","Ind 2, C Mkt 2.0 (No)","Undirected"
"Ian Paisley","Ind 2, C Mkt 2.0 (No)","Undirected"
"Dominic Raab","Ind 2, C Mkt 2.0 (No)","Undirected"
"Jesse Norman","Ind 2, C Mkt 2.0 (No)","Undirected"
"Ms Nadine Dorries","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Marcus Fysh","Ind 2, C Mkt 2.0 (No)","Undirected"
"Nigel Dodds","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mohammad Yasin","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Sir Jeffrey M. Donaldson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Dame Cheryl Gillan","Ind 2, C Mkt 2.0 (No)","Undirected"
"Paul Girvan","Ind 2, C Mkt 2.0 (No)","Undirected"
"Eddie Hughes","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Ranil Jayawardena","Ind 2, C Mkt 2.0 (No)","Undirected"
"Robert Jenrick","Ind 2, C Mkt 2.0 (No)","Undirected"
"Trudy Harrison","Ind 2, C Mkt 2.0 (No)","Undirected"
"Richard Graham","Ind 2, C Mkt 2.0 (No)","Undirected"
"Stephen Crabb","Ind 2, C Mkt 2.0 (No)","Undirected"
"Robert Courts","Ind 2, C Mkt 2.0 (No)","Undirected"
"Karin Smyth","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Edward Argar","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Christopher Chope","Ind 2, C Mkt 2.0 (No)","Undirected"
"Ben Bradley","Ind 2, C Mkt 2.0 (No)","Undirected"
"Dr Thérèse Coffey","Ind 2, C Mkt 2.0 (No)","Undirected"
"Suella Braverman","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Geoffrey Clifton-Brown","Ind 2, C Mkt 2.0 (No)","Undirected"
"Jake Berry","Ind 2, C Mkt 2.0 (No)","Undirected"
"Ross Thomson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Douglas Ross","Ind 2, C Mkt 2.0 (No)","Undirected"
"Jim Shannon","Ind 2, C Mkt 2.0 (No)","Undirected"
"Cat Smith","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Mrs Heather Wheeler","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr John Whittingdale","Ind 2, C Mkt 2.0 (No)","Undirected"
"Lee Rowley","Ind 2, C Mkt 2.0 (No)","Undirected"
"Gavin Robinson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Mike Penning","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Keith Simpson","Ind 2, C Mkt 2.0 (No)","Undirected"
"George Hollingbery","Ind 2, C Mkt 2.0 (No)","Undirected"
"Wera Hobhouse","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Marcus Jones","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mike Gapes","Ind 2, C Mkt 2.0 (No)","Undirected"
"Emily Thornberry","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"John Spellar","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Charles Walker","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Desmond Swayne","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Gary Streeter","Ind 2, C Mkt 2.0 (No)","Undirected"
"Giles Watling","Ind 2, C Mkt 2.0 (No)","Undirected"
"Justin Tomlinson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Chuka Umunna","Ind 2, C Mkt 2.0 (No)","Undirected"
"Dr Sarah Wollaston","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Gavin Shuker","Ind 2, C Mkt 2.0 (No)","Undirected"
"David Warburton","Ind 2, C Mkt 2.0 (No)","Undirected"
"Nick Thomas-Symonds","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Priti Patel","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mark Pritchard","Ind 2, C Mkt 2.0 (No)","Undirected"
"Christopher Pincher","Ind 2, C Mkt 2.0 (No)","Undirected"
"Chris Philp","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Owen Paterson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Lucy Allan","Ind 2, C Mkt 2.0 (No)","Undirected"
"Alex Chalk","Ind 2, C Mkt 2.0 (No)","Undirected"
"Peter Aldous","Ind 2, C Mkt 2.0 (No)","Undirected"
"James Cleverly","Ind 2, C Mkt 2.0 (No)","Undirected"
"Adam Afriyie","Ind 2, C Mkt 2.0 (No)","Undirected"
"Matt Western","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Stuart Andrew","Ind 2, C Mkt 2.0 (No)","Undirected"
"Victoria Atkins","Ind 2, C Mkt 2.0 (No)","Undirected"
"Rosie Cooper","Ind 2, C Mkt 2.0 (No)","Undirected"
"Tonia Antoniazzi","Ind 2, C Mkt 2.0 (No)","Undirected"
"Colin Clark","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Richard Bacon","Ind 2, C Mkt 2.0 (No)","Undirected"
"Glyn Davies","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Iain Duncan Smith","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Nigel Evans","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Edward Davey","Ind 2, C Mkt 2.0 (No)","Undirected"
"Alison Thewliss","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Michelle Donelan","Ind 2, C Mkt 2.0 (No)","Undirected"
"Caroline Flint","Ind 2, C Mkt 2.0 (No)","Undirected"
"Kevin Foster","Ind 2, C Mkt 2.0 (No)","Undirected"
"Michael Ellis","Ind 2, C Mkt 2.0 (No)","Undirected"
"Charlie Elphicke","Ind 2, C Mkt 2.0 (No)","Undirected"
"Oliver Dowden","Ind 2, C Mkt 2.0 (No)","Undirected"
"Andrea Jenkyns","Ind 2, C Mkt 2.0 (No)","Undirected"
"Gareth Johnson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Dr Caroline Johnson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Andrew Jones","Ind 2, C Mkt 2.0 (No)","Undirected"
"Tom Watson","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Kwasi Kwarteng","Ind 2, C Mkt 2.0 (No)","Undirected"
"Boris Johnson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Mark Harper","Ind 2, C Mkt 2.0 (No)","Undirected"
"Greg Hands","Ind 2, C Mkt 2.0 (No)","Undirected"
"Luke Graham","Ind 2, C Mkt 2.0 (No)","Undirected"
"John Glen","Ind 2, C Mkt 2.0 (No)","Undirected"
"Peter Heaton-Jones","Ind 2, C Mkt 2.0 (No)","Undirected"
"James Heappey","Ind 2, C Mkt 2.0 (No)","Undirected"
"Andrew Griffiths","Ind 2, C Mkt 2.0 (No)","Undirected"
"Chris Green","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Clive Betts","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Karl Turner","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Seema Kennedy","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mrs Helen Grant","Ind 2, C Mkt 2.0 (No)","Undirected"
"Luke Hall","Ind 2, C Mkt 2.0 (No)","Undirected"
"Gordon Henderson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Kirstene Hair","Ind 2, C Mkt 2.0 (No)","Undirected"
"Andrew Selous","Ind 2, C Mkt 2.0 (No)","Undirected"
"Graham Stringer","Ind 2, C Mkt 2.0 (No)","Undirected"
"Anne-Marie Trevelyan","Ind 2, C Mkt 2.0 (No)","Undirected"
"Guy Opperman","Ind 2, C Mkt 2.0 (No)","Undirected"
"Tom Tugendhat","Ind 2, C Mkt 2.0 (No)","Undirected"
"Hywel Williams","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Grant Shapps","Ind 2, C Mkt 2.0 (No)","Undirected"
"David Rutley","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Tobias Ellwood","Ind 2, C Mkt 2.0 (No)","Undirected"
"Ms Nusrat Ghani","Ind 2, C Mkt 2.0 (No)","Undirected"
"Lady Hermon","Ind 2, C Mkt 2.0 (No)","Undirected"
"Chris Heaton-Harris","Ind 2, C Mkt 2.0 (No)","Undirected"
"Rebecca Harris","Ind 2, C Mkt 2.0 (No)","Undirected"
"Gillian Keegan","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Bernard Jenkin","Ind 2, C Mkt 2.0 (No)","Undirected"
"Lucy Frazer","Ind 2, C Mkt 2.0 (No)","Undirected"
"Liz Saville Roberts","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Sir Edward Leigh","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Shailesh Vara","Ind 2, C Mkt 2.0 (No)","Undirected"
"Graham Stuart","Ind 2, C Mkt 2.0 (No)","Undirected"
"Dr Paul Williams","Ind 2, C Mkt 2.0 (No)","Undirected"
"Jo Swinson","Ind 2, C Mkt 2.0 (No)","Undirected"
"Craig Tracey","Ind 2, C Mkt 2.0 (No)","Undirected"
"Royston Smith","Ind 2, C Mkt 2.0 (No)","Undirected"
"Matt Warman","Ind 2, C Mkt 2.0 (No)","Undirected"
"Kelly Tolhurst","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mike Wood","Ind 2, C Mkt 2.0 (No)","Undirected"
"Tommy Sheppard","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Conor Burns","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr John Baron","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Steve Baker","Ind 2, C Mkt 2.0 (No)","Undirected"
"Tom Brake","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sarah Champion","Ind 2, C Mkt 2.0 (No)","Undirected"
"Tracey Crouch","Ind 2, C Mkt 2.0 (No)","Undirected"
"Andrew Bowie","Ind 2, C Mkt 2.0 (No)","Undirected"
"Sir Graham Brady","Ind 2, C Mkt 2.0 (No)","Undirected"
"Anne Marie Morris","Ind 2, C Mkt 2.0 (No)","Undirected"
"Grahame Morris","Ind 2, C Mkt 2.0 (No)","Undirected"
"Faisal Rashid","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Sir David Amess","Ind 2, C Mkt 2.0 (No)","Undirected"
"Mr Simon Clarke","Ind 2, C Mkt 2.0 (No)","Undirected"
"Rachel Maclean","Ind 2, C Mkt 2.0 (No)","Undirected"
"Andrew Rosindell","Ind 2, C Mkt 2.0 (No)","Undirected"
"Lisa Nandy","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Jared O'Mara","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Laura Pidcock","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Angela Rayner","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Jo Platt","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Sir David Crausby","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Chi Onwurah","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Kate Osamor","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Lucy Powell","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"John McNally","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Tony Lloyd","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Ian Lavery","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Lloyd Russell-Moyle","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Clive Lewis","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Rachael Maskell","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Jeff Smith","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Mr Jim Cunningham","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Nick Smith","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Sir Alan Campbell","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Ruth Cadbury","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Jenny Chapman","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Mr Nicholas Brown","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Bill Esterson","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Mr Tanmanjeet Singh Dhesi","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"James Frith","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"George Eustice","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Steve McCabe","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Nick Boles","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Shabana Mahmood","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Martyn Day","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Chris Elmore","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Dr David Drew","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Nic Dakin","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Paul Farrelly","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Gloria De Piero","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Colleen Fletcher","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Peter Dowd","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Sir Nicholas Soames","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Mike Amesbury","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Paula Sherriff","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Keir Starmer","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Chris Stephens","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Eleanor Smith","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"John Stevenson","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Valerie Vaz","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Mark Tami","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Lilian Greenwood","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Helen Jones","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Sandy Martin","Ind 2, C Mkt 2.0 (Aye)","Undirected"
"Ms Diane Abbott","No conf (Aye)","Undirected"
"Hannah Bardell","No conf (Aye)","Undirected"
"Vicky Foxcroft","No conf (Aye)","Undirected"
"James Frith","No conf (Aye)","Undirected"
"Gill Furniss","No conf (Aye)","Undirected"
"Hugh Gaffney","No conf (Aye)","Undirected"
"Mike Gapes","No conf (Aye)","Undirected"
"Barry Gardiner","No conf (Aye)","Undirected"
"Ruth George","No conf (Aye)","Undirected"
"Stephen Gethins","No conf (Aye)","Undirected"
"Patricia Gibson","No conf (Aye)","Undirected"
"Preet Kaur Gill","No conf (Aye)","Undirected"
"Sir Kevin Barron","No conf (Aye)","Undirected"
"Mary Glindon","No conf (Aye)","Undirected"
"Mr Roger Godsiff","No conf (Aye)","Undirected"
"Helen Goodman","No conf (Aye)","Undirected"
"Patrick Grady","No conf (Aye)","Undirected"
"Peter Grant","No conf (Aye)","Undirected"
"Neil Gray","No conf (Aye)","Undirected"
"Kate Green","No conf (Aye)","Undirected"
"Lilian Greenwood","No conf (Aye)","Undirected"
"Margaret Greenwood","No conf (Aye)","Undirected"
"Nia Griffith","No conf (Aye)","Undirected"
"Margaret Beckett","No conf (Aye)","Undirected"
"John Grogan","No conf (Aye)","Undirected"
"Andrew Gwynne","No conf (Aye)","Undirected"
"Lisa Nandy","No conf (Aye)","Undirected"
"Gavin Newlands","No conf (Aye)","Undirected"
"Alex Norris","No conf (Aye)","Undirected"
"Brendan O'Hara","No conf (Aye)","Undirected"
"Jared O'Mara","No conf (Aye)","Undirected"
"Melanie Onn","No conf (Aye)","Undirected"
"Chi Onwurah","No conf (Aye)","Undirected"
"Kate Osamor","No conf (Aye)","Undirected"
"Hilary Benn","No conf (Aye)","Undirected"
"Albert Owen","No conf (Aye)","Undirected"
"Stephanie Peacock","No conf (Aye)","Undirected"
"Teresa Pearce","No conf (Aye)","Undirected"
